PID,POS,X,Y
29,12,-121.99642179000,36.29790600330
29,13,-121.96735352500,36.53822600470
30,1,-121.13117033700,35.48951748220
30,2,-120.90895468000,35.15269627720
30,3,-120.84090970400,34.65283568780
30,4,-120.73590937400,34.50742306540
30,5,-120.60841820400,34.44760256250
30,6,-120.57004601600,34.44864631730
30,7,-120.71848913800,34.52101286840
30,8,-120.81122295000,34.66435499330
30,9,-120.87803057900,35.14623195020
30,10,-120.97195789900,35.28917244410
30,11,-121.09566957000,35.49114074750
30,12,-121.13117033700,35.48951748220
31,1,-120.99157492500,34.43632102700
31,2,-120.97953434200,34.35648512850
31,3,-120.58053792700,34.38883680900
31,4,-120.60841820400,34.44760256250
31,5,-120.75056473000,34.44359955630
31,6,-120.99157492500,34.43632102700
32,1,-121.33132366400,35.48011802860
32,2,-121.14856880600,35.17348059140
32,3,-121.17559988300,34.86817959930
32,4,-120.75056473000,34.44359955630
32,5,-120.60841820400,34.44760256250
32,6,-120.73590937400,34.50742306540
32,7,-120.84090970400,34.65283568780
32,8,-120.90895468000,35.15269627720
32,9,-121.13117033700,35.48951748220
32,10,-121.33132366400,35.48011802860
33,1,-122.00852171000,36.54722712470
33,2,-122.12208863100,36.35803629030
33,3,-121.99790874600,36.22837423080
33,4,-121.90007476900,36.22224952160
33,5,-121.65738489000,36.06472195990
33,6,-121.56097028400,35.83027700440
33,7,-121.33132366400,35.48011802860
33,8,-121.13117033700,35.48951748220
33,9,-121.32481264400,35.63539976820
33,10,-121.63812870500,36.07676170910
33,11,-121.89836194600,36.24456161190
33,12,-122.02258237400,36.28822317100
33,13,-121.98017176400,36.52924363860
33,14,-122.00852171000,36.54722712470
34,1,-124.29212776300,40.08457238730
34,2,-124.33481429400,40.08156253410
34,3,-123.99799188700,39.65347253720
34,4,-123.98368406900,38.93620176340
34,5,-123.49232077600,38.23282206860
34,6,-123.53713340900,38.04146959990
34,7,-123.44276429000,37.88193997380
34,8,-123.13259107500,37.68440202270
34,9,-122.98918386200,37.43598849090
34,10,-122.91368798900,37.14893478570
34,11,-122.67072199600,37.02023704690
34,12,-122.40985120100,36.93998458190
34,13,-122.34820882200,36.94419862940
34,14,-122.63082835100,37.04540591360
34,15,-122.97386820100,37.55413764820
34,16,-123.02058960900,37.62268038430
34,17,-123.49236301500,38.02153737980
34,18,-123.41109239300,38.13527429240
34,19,-123.58349925200,38.56364287490
34,20,-123.92441466500,38.92314435860
34,21,-123.95885084400,39.69599958030
34,22,-124.29212776300,40.08457238730
35,1,-124.58196961900,40.41582363340
35,2,-124.60862323500,40.41619436730
35,3,-124.46832698300,40.29325034380
35,4,-124.81771487600,40.31773220840
35,5,-124.33481429400,40.08156253410
35,6,-124.29212776300,40.08457238730
35,7,-124.57105695100,40.28181815820
35,8,-124.43472436600,40.27360190110
35,9,-124.46665635300,40.36554361310
35,10,-124.58196961900,40.41582363340
36,1,-124.85891416600,42.99350866000
36,2,-124.90316167700,42.99031470680
36,3,-124.87424943400,42.73760249220
36,4,-124.77326110200,42.62656490330
36,5,-124.84744843300,42.48923685230
36,6,-124.63046507900,41.97889182580
36,7,-124.55814389100,41.56750383060
36,8,-124.42189781800,41.09876137690
36,9,-124.68044506900,40.57865861450
36,10,-124.60862323500,40.41619436730
36,11,-124.58196961900,40.41582363340
36,12,-124.65095030100,40.58081994790
36,13,-124.45993194900,40.79434557390
36,14,-124.35485004100,41.13990381030
36,15,-124.58043021700,41.98243985400
36,16,-124.61673198600,42.31914146560
36,17,-124.80484048900,42.49231831830
36,18,-124.71446588200,42.55340578190
36,19,-124.77768391200,42.89469449380
36,20,-124.85891416600,42.99350866000
37,1,-124.39074615600,46.27182046820
37,2,-124.63692226900,46.25584644830
37,3,-124.78335112700,46.03493487220
37,4,-124.70767610300,44.96393032190
37,5,-124.92856244000,44.92575491540
37,6,-124.93755797900,44.51065025160
37,7,-124.99963024400,43.90744225240
37,8,-124.79150535600,43.76706946660
37,9,-124.91361470200,43.30799319510
37,10,-124.90316167700,42.99031470680
37,11,-124.85891416600,42.99350866000
37,12,-124.74621448500,43.07888736270
37,13,-124.55777458500,43.78295498250
37,14,-124.60761939400,43.92509935300
37,15,-124.92567671300,43.90284562010
37,16,-124.93580298500,44.25217148740
37,17,-124.66509970400,44.52959270910
37,18,-124.34136248300,44.97913393450
37,19,-124.49806649100,45.77459800210
37,20,-124.62548861800,45.94018055220
37,21,-124.39074615600,46.27182046820
38,1,-125.61862377600,48.28241456070
38,2,-125.88693018300,48.25704741880
38,3,-125.65251041900,47.93989109770
38,4,-125.31495989100,47.96390404270
38,5,-125.15382472000,47.57627736440
38,6,-124.86593372200,47.36668361400
38,7,-125.02822733800,47.00299319390
38,8,-124.58713701600,46.52871508430
38,9,-124.63692226900,46.25584644830
38,10,-124.39074615600,46.27182046820
38,11,-124.45066622900,46.55126631730
38,12,-124.94455297800,47.02701271150
38,13,-124.79565546400,47.39424621010
38,14,-125.04387634400,47.70293234450
38,15,-125.20823256100,48.15925424560
38,16,-125.51636058000,48.11479434670
38,17,-125.61862377600,48.28241456070
39,1,-126.89305365000,48.36194362520
39,2,-126.62148956400,48.18441029550
39,3,-126.12444259600,48.23407256620
39,4,-125.88693018300,48.25704741880
39,5,-125.61862377600,48.28241456070
39,6,-125.71560757400,48.47572435570
39,7,-126.89305365000,48.36194362520
40,1,-125.88693018300,48.25704741880
40,2,-126.12444259600,48.23407256620
40,3,-125.77792543200,47.82980020740
40,4,-125.16659601700,47.34626484160
40,5,-125.24490284900,46.74968420270
40,6,-124.84709466600,46.53436524500
40,7,-125.03179384100,46.22911371760
40,8,-124.63692226900,46.25584644830
40,9,-124.58713701600,46.52871508430
40,10,-125.02822733800,47.00299319390
40,11,-124.86593372200,47.36668361400
40,12,-125.15382472000,47.57627736440
40,13,-125.31495989100,47.96390404270
40,14,-125.65251041900,47.93989109770
40,15,-125.88693018300,48.25704741880
41,1,-124.63692226900,46.25584644830
41,2,-125.03179384100,46.22911371760
41,3,-125.00321497800,45.91452984100
41,4,-124.87334874700,45.78609915780
41,5,-125.08083036800,44.95162315040
41,6,-125.00469034700,44.86999192170
41,7,-125.16340698400,44.71656495280
41,8,-125.13223618800,44.49792877590
41,9,-125.05844980600,43.90692358370
41,10,-124.97439829900,43.75384952580
41,11,-125.06553434900,43.46070281090
41,12,-125.01297003200,42.98230954540
41,13,-124.90316167700,42.99031470680
41,14,-124.91361470200,43.30799319510
41,15,-124.79150535600,43.76706946660
41,16,-124.99963024400,43.90744225240
41,17,-124.93755797900,44.51065025160
41,18,-124.92856244000,44.92575491540
41,19,-124.70767610300,44.96393032190
41,20,-124.78335112700,46.03493487220
41,21,-124.63692226900,46.25584644830
42,1,-125.01297003200,42.98230954540
42,2,-124.98613821300,42.60654686910
42,3,-124.86414519000,42.38333079400
42,4,-125.05211602700,41.94804957370
42,5,-124.99436113400,41.70879248820
42,6,-124.82157990700,41.26592483870
42,7,-124.58358428800,41.19209547350
42,8,-124.82331548600,41.09256934080
42,9,-124.66667255500,40.41697828060
42,10,-124.60862323500,40.41619436730
42,11,-124.68044506900,40.57865861450
42,12,-124.42189781800,41.09876137690
42,13,-124.55814389100,41.56750383060
42,14,-124.63046507900,41.97889182580
42,15,-124.84744843300,42.48923685230
42,16,-124.77326110200,42.62656490330
42,17,-124.87424943400,42.73760249220
42,18,-124.90316167700,42.99031470680
42,19,-125.01297003200,42.98230954540
43,1,-124.66667255500,40.41697828060
43,2,-124.53155852100,40.32077508310
43,3,-124.89970607500,40.34764808080
43,4,-125.07849984300,40.25969518010
43,5,-125.00222527900,40.13316213170
43,6,-124.80365677400,40.04732992860
43,7,-124.33481429400,40.08156253410
43,8,-124.81771487600,40.31773220840
43,9,-124.46832698300,40.29325034380
43,10,-124.60862323500,40.41619436730
43,11,-124.66667255500,40.41697828060
44,1,-124.80365677400,40.04732992860
44,2,-124.58974199200,39.94778966850
44,3,-124.29152044800,39.91227383610
44,4,-124.11363603000,39.57717152870
44,5,-124.23433341200,39.42055239770
44,6,-124.16215326000,39.04358200350
44,7,-123.68281754400,38.41443937410
44,8,-123.56963112200,38.01078213340
44,9,-123.46110821300,37.85218805910
44,10,-123.14401444900,37.58083854250
44,11,-123.20989218100,37.38237510770
44,12,-123.06368710600,37.09977835270
44,13,-122.53860783100,36.93105593710
44,14,-122.40985120100,36.93998458190
44,15,-122.67072199600,37.02023704690
44,16,-122.91368798900,37.14893478570
44,17,-122.98918386200,37.43598849090
44,18,-123.13259107500,37.68440202270
44,19,-123.44276429000,37.88193997380
44,20,-123.53713340900,38.04146959990
44,21,-123.49232077600,38.23282206860
44,22,-123.98368406900,38.93620176340
44,23,-123.99799188700,39.65347253720
44,24,-124.33481429400,40.08156253410
44,25,-124.80365677400,40.04732992860
45,1,-122.00852171000,36.54722712470
45,2,-122.06124053100,36.53062494140
45,3,-122.37786360000,36.35812112080
45,4,-122.24096851600,36.20165574140
45,5,-121.92572863000,36.11535987740
45,6,-121.85443253800,35.82706751470
45,7,-122.06701983800,35.81334300340
45,8,-121.98984637200,35.53914098080
45,9,-121.80406888500,35.45624664950
45,10,-121.33132366400,35.48011802860
45,11,-121.56097028400,35.83027700440
45,12,-121.65738489000,36.06472195990
45,13,-121.90007476900,36.22224952160
45,14,-121.99790874600,36.22837423080
45,15,-122.12208863100,36.35803629030
45,16,-122.00852171000,36.54722712470
46,1,-121.80406888500,35.45624664950
46,2,-121.57209115100,34.97108646050
46,3,-121.69672211700,34.83347183190
46,4,-121.61150678300,34.69834690790
46,5,-120.99157492500,34.43632102700
46,6,-120.75056473000,34.44359955630
46,7,-121.17559988300,34.86817959930
46,8,-121.14856880600,35.17348059140
46,9,-121.33132366400,35.48011802860
46,10,-121.80406888500,35.45624664950
47,1,-121.40354219500,34.42244711770
47,2,-121.31731941700,34.32774631150
47,3,-120.97953434200,34.35648512850
47,4,-120.99157492500,34.43632102700
47,5,-121.40354219500,34.42244711770
48,1,-122.12423181200,35.43874487640
48,2,-121.89325723100,34.95346212460
48,3,-121.40354219500,34.42244711770
48,4,-120.99157492500,34.43632102700
48,5,-121.61150678300,34.69834690790
48,6,-121.69672211700,34.83347183190
48,7,-121.57209115100,34.97108646050
48,8,-121.80406888500,35.45624664950
48,9,-122.12423181200,35.43874487640
49,1,-122.37786360000,36.35812112080
49,2,-122.55746925100,36.32749329970
49,3,-122.12423181200,35.43874487640
49,4,-121.80406888500,35.45624664950
49,5,-121.98984637200,35.53914098080
49,6,-122.06701983800,35.81334300340
49,7,-121.85443253800,35.82706751470
49,8,-121.92572863000,36.11535987740
49,9,-122.24096851600,36.20165574140
49,10,-122.37786360000,36.35812112080
50,1,-125.28983697000,40.00955328220
50,2,-124.41629937800,39.35066887160
50,3,-123.41836548000,37.68700782810
50,4,-123.49371791600,37.31343044600
50,5,-122.89689908500,36.90530893080
50,6,-122.53860783100,36.93105593710
50,7,-123.06368710600,37.09977835270
50,8,-123.20989218100,37.38237510770
50,9,-123.14401444900,37.58083854250
50,10,-123.46110821300,37.85218805910
50,11,-123.56963112200,38.01078213340
50,12,-123.68281754400,38.41443937410
50,13,-124.16215326000,39.04358200350
50,14,-124.23433341200,39.42055239770
50,15,-124.11363603000,39.57717152870
50,16,-124.29152044800,39.91227383610
50,17,-124.58974199200,39.94778966850
50,18,-124.80365677400,40.04732992860
50,19,-125.28983697000,40.00955328220
51,1,-125.85726073900,40.42594985530
51,2,-125.28983697000,40.00955328220
51,3,-124.80365677400,40.04732992860
51,4,-125.00222527900,40.13316213170
51,5,-125.07849984300,40.25969518010
51,6,-124.89970607500,40.34764808080
51,7,-124.53155852100,40.32077508310
51,8,-124.66667255500,40.41697828060
51,9,-124.83640933000,40.41908557310
51,10,-125.85726073900,40.42594985530
52,1,-125.01297003200,42.98230954540
52,2,-125.16543181400,42.97100856770
52,3,-125.05076438800,42.38647775690
52,4,-125.20900981900,42.10666506040
52,5,-125.16239166100,41.93970498790
52,6,-124.89445869800,40.96069901240
52,7,-124.83640933000,40.41908557310
52,8,-124.66667255500,40.41697828060
52,9,-124.82331548600,41.09256934080
52,10,-124.58358428800,41.19209547350
52,11,-124.82157990700,41.26592483870
52,12,-124.99436113400,41.70879248820
52,13,-125.05211602700,41.94804957370
52,14,-124.86414519000,42.38333079400
52,15,-124.98613821300,42.60654686910
52,16,-125.01297003200,42.98230954540
53,1,-125.03179384100,46.22911371760
53,2,-125.71761242200,46.17942487350
53,3,-125.82905203500,45.85479182370
53,4,-125.49482818700,45.49103004870
53,5,-125.27834393000,44.48815610300
53,6,-125.33576708600,43.72575810850
53,7,-125.16543181400,42.97100856770
53,8,-125.01297003200,42.98230954540
53,9,-125.06553434900,43.46070281090
53,10,-124.97439829900,43.75384952580
53,11,-125.05844980600,43.90692358370
53,12,-125.13223618800,44.49792877590
53,13,-125.16340698400,44.71656495280
53,14,-125.00469034700,44.86999192170
53,15,-125.08083036800,44.95162315040
53,16,-124.87334874700,45.78609915780
53,17,-125.00321497800,45.91452984100
53,18,-125.03179384100,46.22911371760
54,1,-126.12444259600,48.23407256620
54,2,-126.62148956400,48.18441029550
54,3,-126.85176211100,47.69587589200
54,4,-126.27240731100,47.47478314240
54,5,-125.71761242200,46.17942487350
54,6,-125.03179384100,46.22911371760
54,7,-124.84709466600,46.53436524500
54,8,-125.24490284900,46.74968420270
54,9,-125.16659601700,47.34626484160
54,10,-125.77792543200,47.82980020740
54,11,-126.12444259600,48.23407256620
55,1,-121.92354238400,36.63375919930
55,2,-121.76483648300,36.78851620180
55,3,-121.88170279000,36.96943498450
55,4,-122.11402492800,36.95970867160
55,5,-122.15280971000,36.95729773050
55,6,-121.81165790100,36.83965248580
55,7,-121.79655420500,36.80532569240
55,8,-121.95541616900,36.64060046530
55,9,-121.92354238400,36.63375919930
56,1,-122.21171586700,36.95339023460
56,2,-122.12795562200,36.86853765850
56,3,-121.81986532400,36.82867041980
56,4,-121.81507226300,36.80948700860
56,5,-121.96641645000,36.66041238680
56,6,-121.96077005900,36.61472846380
56,7,-121.95541616900,36.64060046530
56,8,-121.79655420500,36.80532569240
56,9,-121.81165790100,36.83965248580
56,10,-122.15280971000,36.95729773050
56,11,-122.21171586700,36.95339023460
57,1,-121.96077005900,36.61472846380
57,2,-121.96735352500,36.53822600470
57,3,-121.99642179000,36.29790600330
57,4,-121.89979110600,36.26393594590
57,5,-121.61103710300,36.07249833510
57,6,-121.31261206900,35.65263520260
57,7,-121.09566957000,35.49114074750
57,8,-121.06651724800,35.49246384470
57,9,-121.18689066700,35.61091617240
57,10,-121.28730620300,35.67323424950
57,11,-121.38912400900,35.80489247900
57,12,-121.59415434700,36.07052226980
57,13,-121.80660500000,36.22970150030
57,14,-121.97736720300,36.31277322740
57,15,-121.95777722000,36.45185515720
57,16,-121.96077005900,36.61472846380
58,1,-121.98017176400,36.52924363860
58,2,-121.96735352500,36.53822600470
58,3,-121.98051135000,36.66802201900
58,4,-121.82857270900,36.80882314940
58,5,-122.15410681700,36.85606951510
58,6,-122.26476710400,36.94984051600
58,7,-122.34820882200,36.94419862940
58,8,-122.14899792700,36.83414045400
58,9,-121.85557278600,36.80748985870
58,10,-122.00745070500,36.66664649470
58,11,-121.98017176400,36.52924363860
59,1,-122.00852171000,36.54722712470
59,2,-122.03038890900,36.65714256110
59,3,-121.95556385100,36.78583957370
59,4,-122.18079235300,36.80749213750
59,5,-122.40985120100,36.93998458190
59,6,-122.34820882200,36.94419862940
59,7,-122.14899792700,36.83414045400
59,8,-121.85557278600,36.80748985870
59,9,-122.00745070500,36.66664649470
59,10,-121.98017176400,36.52924363860
59,11,-122.00852171000,36.54722712470
60,1,-122.06124053100,36.53062494140
60,2,-122.03734610900,36.70396783630
60,3,-122.10649893400,36.76699091770
60,4,-122.16851354800,36.69435222280
60,5,-122.30498237800,36.75089167540
60,6,-122.26397696900,36.83081168370
60,7,-122.53860783100,36.93105593710
60,8,-122.40985120100,36.93998458190
60,9,-122.18079235300,36.80749213750
60,10,-121.95556385100,36.78583957370
60,11,-122.03038890900,36.65714256110
60,12,-122.00852171000,36.54722712470
60,13,-122.06124053100,36.53062494140
61,1,-122.37786360000,36.35812112080
61,2,-122.06124053100,36.53062494140
61,3,-122.03734610900,36.70396783630
61,4,-122.10649893400,36.76699091770
61,5,-122.16851354800,36.69435222280
61,6,-122.30498237800,36.75089167540
61,7,-122.26397696900,36.83081168370
61,8,-122.53860783100,36.93105593710
61,9,-122.89689908500,36.90530893080
61,10,-122.34168737300,36.55992083080
61,11,-122.55746925100,36.32749329970
61,12,-122.37786360000,36.35812112080
